Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"Business For Sale In Imadol, Lalitpur","Nearby Kist Medical Collage, Imadol, Lalitpur",Lalitpur,1700000.0,0,0,3.0,0,190,1200 Sq. Feet,0 Feet,0 Feet,,[],South
"Business For Sale In Jorpati, Kathmandu","Opposite to Jubi Petrol Pump, Jorpati, Kathmandu",Kathmandu,3500000.0,0,0,3.0,0,288,1000 Sq. Feet,0 Feet,0 Feet,,[],South
"Business For Sale In Taukhel, Lalitpur","Nearby KItini High School, Taukhel, Lalitpur",Lalitpur,600000.0,0,0,3.0,0,213,200 Sq. Feet,0 Feet,0 Feet,,[],East
"Business For Sale In Gaushala, Kathmandu","Pingalasthan, Gaushala, Kathmandu",Kathmandu,2000000.0,0,0,3.0,0,207,250 Sq. Feet,0 Feet,0 Feet,,[],West
"Business For Sale In Naya Bazar, Kathmandu","Khusibu, Naya Bazar, Kathmandu",Kathmandu,300000.0,0,0,3.0,0,169,150 Sq. Feet,0 Feet,0 Feet,,[],West
"Land For Sale In Basundhara, Kathmandu","Nearby Diyalo Party palace, Basundhara, Kathmandu",Kathmandu,4500000.0,0,0,3.0,0,224,1-7-2-0 Ropani,12 Feet,12 Feet,,[],East
"Land For Sale In Kirtipur, Kathmandu","Bhatkeko Pati, Kirtipur, Kathmandu",Kathmandu,2100000.0,0,0,3.0,0,266,6 Aana,22 Feet,22 Feet,,[],South
"Office Space For Rent In Jamal, Kathmandu","Kantipath, Jamal, Kathmandu",Kathmandu,90.0,0,0,1.0,0,369,2378 Sq. Feet,42 Feet / Blacktopped,42 Feet , Blacktopped,[],West
"Land For Sale In Bode, Bhaktapur","Bode, Bode, Bhaktapur",Bhaktapur,2500000.0,0,0,2.0,0,247,0-10-3-2 Aana,20 Feet,20 Feet,,[],South
"Land For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu",Kathmandu,4000000.0,0,0,2.0,0,221,5 Aana,20 Feet,20 Feet,,[],North East
"Land For Sale In Khairahani, Chitwan","Tulsipur, Parsa, Khairahani, Chitwan",Chitwan,144000000000000.0,0,0,3.0,0,232,11:10 Kattha,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],North
"Business For Sale In Kapan, Kathmandu","Nearby Prashanti Chowk., Kapan, Kathmandu",Kathmandu,450000.0,0,0,3.0,0,207,150 Sq. Feet,0 Feet,0 Feet,,[],North East
"Business For Sale In Jorpati, Kathmandu","Namuna Chowk, Jorpati, Kathmandu",Kathmandu,1200000.0,0,0,3.0,0,240,200 Sq. Feet,0 Feet,0 Feet,,[],South
"Business For Sale In Nepaltar, Kathmandu","Near by Gramin School, Nepaltar, Kathmandu",Kathmandu,400000.0,0,0,3.0,0,193,300 Sq. Feet,0 Feet,0 Feet,,[],North East
"Business For Sale In Balaju, Kathmandu","Bypass Chowk, Balaju, Kathmandu",Kathmandu,3500000.0,0,0,3.0,0,198,500 Sq. Feet,0 Feet,0 Feet,,[],South East
"Business For Sale In Chandragiri, Kathmandu","Chandragiri, Chandragiri, Kathmandu",Kathmandu,600000.0,0,0,2.5,0,190,150 Sq. Feet,0 Feet,0 Feet,,[],East
"Business For Sale In Ekantakuna, Lalitpur","Nearby Kharibot, Ekantakuna, Lalitpur",Lalitpur,600000.0,0,0,2.5,0,169,500 Sq. Feet,0 Feet,0 Feet,,[],North
"Business For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,650000.0,0,0,2.5,0,239,1000 Sq. Feet,0 Feet,0 Feet,,[],South West
"Business For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,450000.0,0,0,2.5,0,198,500 Sq. Feet,0 Feet,0 Feet,,[],West
"Business For Sale In Kalopul, Kathmandu","Kalopul, Kalopul, Kathmandu",Kathmandu,450000.0,0,0,2.5,0,236,1200 Sq. Feet,0 Feet,0 Feet,,[],South West
"Business For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,500000.0,0,0,2.5,0,203,200 Sq. Feet,0 Feet,0 Feet,,[],South
"Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",Lalitpur,1700000.0,0,0,3.0,0,294,5 aana Aana,20 Feet,20 Feet,,[],East
"Land For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,2100000.0,0,0,3.0,0,322,3 Aana,20 Feet,20 Feet,,[],North
"Land For Sale In Lubhu, Lalitpur","Sirutar, Lubhu, Lalitpur, Lubhu, Lalitpur",Lalitpur,5860000.0,0,0,3.0,0,512,0-4-0-3 Aana,8 Meter / Gravelled,8 Meter , Gravelled,[],South East
"Land For Sale In Mahendrapul, Pokhara","Bastolathar, Mahendrapul, Pokhara",Pokhara,1500000.0,0,0,3.0,0,266,30/36 Haat,20 Feet,20 Feet,,[],East
"Flat For Rent In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,9000.0,0,0,3.0,0,1800,500 Sq. Feet,0 Feet,0 Feet,,[],North West
"Land For Sale In Narephate, Kathmandu","Narephate, Narephate, Kathmandu",Kathmandu,3400000.0,0,0,2.5,0,263,7 Aana,20 Feet,20 Feet,,[],South
"Best Price For The Property : Land For Sale In Bharatpur, Chitwan","Baraghare, Bharatpur, Chitwan",Chitwan,605000055.0,0,0,2.5,0,1200,8 Dhur,14 Feet,14 Feet,,[],North
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,5700000.0,0,0,2.5,0,271,0-5-2-0 Aana,24 Feet,24 Feet,,[],South
"Land For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,2400000.0,0,0,3.0,0,348,6 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],South
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,3300000.0,0,0,3.0,0,302,10 Aana,10 Feet / Concrete,10 Feet , Concrete,[],South West
"Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,1200000.0,0,0,3.0,0,481,11 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],East
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,600000.0,0,0,3.0,0,366,42 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],South East
"Land For Sale In Jhapa, Jhapa","Birtamod, Jhapa, Jhapa",Jhapa,2200000.0,0,0,2.0,0,305,17 Kattha,20 Feet / Gravelled,20 Feet , Gravelled,[],South West
"Land For Sale In Maharajgunj, Kathmandu","Chappal Karkhana, Maharajgunj, Kathmandu",Kathmandu,3300000.0,0,0,2.0,0,299,4 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],South
"Land For Sale In Godawari, Lalitpur","Badegaun, Godawari, Lalitpur",Lalitpur,1500000.0,0,0,3.0,0,314,12.11 Ropani,20 Feet / Gravelled,20 Feet , Gravelled,[],East
"Land For Sale In Patan, Lalitpur","Chakupat, Patan, Lalitpur",Lalitpur,3500000.0,0,0,2.0,0,461,20 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South East
"Land For Sale In Sankhu, Kathmandu","Sankhu, Sankhu, Kathmandu",Kathmandu,400000.0,0,0,2.5,0,392,3 Ropani,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],West
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,3700000.0,0,0,2.5,0,235,21 Aana,18 Feet,18 Feet,,[],South East
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,4000000.0,0,0,3.0,0,253,20 Aana,13 Feet,13 Feet,,[],East
"Land For Sale In Kapan, Kathmandu","Nearby, Silvershine School, Kapan, Kathmandu",Kathmandu,1750000.0,0,0,3.0,0,294,3 Aana,32 Feet / Soil Stabilized,32 Feet , Soil Stabilized,[],North
"Land For Sale In Baluwatar, Kathmandu","Behind Kalika tower, Baluwatar, Kathmandu",Kathmandu,4800000.0,0,0,3.0,0,399,8 Aana,15 Feet,15 Feet,,[],North
"House For Sale In Jorpati, Kathmandu","Jorpati Nayabasti, Jorpati, Kathmandu",Kathmandu,12000000.0,4,0,1.0,0,623,3.2 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],West
"Land For Sale In Changunarayan, Bhaktapur","Dachhi, Changunarayan, Bhaktapur",Bhaktapur,366666.0,0,0,1.0,0,288,3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],South East
"Land For Sale In Chovar, Kathmandu","Chovar, Chovar, Kathmandu",Kathmandu,1500000.0,0,0,2.0,0,353,0-3-3-1 Aana,20 Feet,20 Feet,,[],North
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2700000.0,0,0,2.0,0,215,4.2 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],West
"Land For Sale In Bhaktapur, Bhaktapur","Chhaaling, Bhaktapur, Bhaktapur",Bhaktapur,1050000.0,0,0,2.0,0,289,14 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],North
"Land For Sale In Kapan, Kathmandu","Aakashedhara Height, Kapan, Kathmandu",Kathmandu,1300000.0,0,0,3.0,0,370,4 Aana,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,[],South
"Land For Sale In Bhangal, Kathmandu","Bhangal Height, Bhangal, Kathmandu",Kathmandu,2000000.0,0,0,3.0,0,252,9 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,[],South
"Land For Sale In Sankhu, Kathmandu","Dachindhoka, Sankhu, Kathmandu",Kathmandu,1400000.0,0,0,3.0,0,222,4 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],North
"Land For Sale In Ram Bazar, Pokhara","Ram Bazar, Ram Bazar, Pokhara",Pokhara,700000.0,0,0,3.0,0,329,25/50 Haat,15 Feet,15 Feet,,[],South West
"Land For Sale In Chauthe, Pokhara","Chauthe, Chauthe, Pokhara",Pokhara,15000000.0,0,0,2.5,0,262,25/60 Haat,20 Feet,20 Feet,,[],North
"House For Sale In Pokhara, Pokhara","Nearby Kaski Modernize School, Pokhara, Pokhara",Pokhara,27000000.0,0,0,2.0,0,973,4.5 Aana,20 Feet,20 Feet,,[],South
"House For Sale In Ram Bazar, Pokhara","Near Buddha Chowk, Ram Bazar, Pokhara",Pokhara,30000000.0,0,0,3.0,0,458,4 Aana,20 Feet,20 Feet,,[],North
"Land For Sale In Pokhara, Pokhara","Nearby Kaski Modernai School, Pokhara, Pokhara",Pokhara,18000000.0,0,0,2.5,0,438,22/58 Haat,20 Feet,20 Feet,,[],North
"House For Sale In Fulbari, Pokhara","Fulbari, Pokhara, Fulbari, Pokhara",Pokhara,35000000.0,0,0,4.0,0,439,7 Aana,15 Feet,15 Feet,,[],East
"Land For Sale In Pokhara, Pokhara","Near Ghale Chowk, Pokhara, Pokhara",Pokhara,600000.0,0,0,1.0,0,404,70/38 Haat,20 Feet,20 Feet,,[],East
"Land For Sale In Pokhara, Pokhara","Near Ghale Chowk, Pokhara, Pokhara",Pokhara,16300000.0,0,0,1.0,0,404,18/63 Sq. Feet,20 Feet,20 Feet,,[],North
"Land For Sale In Pokhara, Pokhara","Amarsingh Chowk, Pokhara, Pokhara",Pokhara,1150000.0,0,0,1.0,0,543,25/50 Haat,20 Feet,20 Feet,,[],North West
"Land For Sale In Ram Bazar, Pokhara","Nearby Marigold School, Ram Bazar, Pokhara",Pokhara,6500000.0,0,0,2.5,0,350,15/35 Sq. Feet,12 Feet,12 Feet,,[],North
"Land For Sale In Kapan, Kathmandu","Kapan Height, Kapan, Kathmandu",Kathmandu,700000.0,0,0,2.5,0,358,4.2 Aana,32 Feet / Soil Stabilized,32 Feet , Soil Stabilized,[],North
"Land For Sale In Sunakothi, Lalitpur","Sunakothi, Sunakothi, Lalitpur",Lalitpur,1400000.0,0,0,2.5,0,348,0-4-3-3 Aana,13 Feet,13 Feet,,[],South
"R&S Real Estate : Land For Sale In Shantinagar, Kathmandu","Baneshwor, Shantinagar, Kathmandu",Kathmandu,35700000.0,0,0,2.5,0,365,8-2-0 Aana,12 Feet,12 Feet,,[],East
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,250000.0,0,0,2.5,0,651,10 Ropani,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],East
"Land For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu",Kathmandu,1100000.0,0,0,2.5,0,401,3.2 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],South
"Land For Sale In Kapan, Kathmandu","Simaltar, Kapan, Kathmandu",Kathmandu,2700000.0,0,0,2.0,0,207,4 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],East
"Land For Sale In Tarkeshwor, Kathmandu","Goldhunga, Tarkeshwor, Kathmandu",Kathmandu,1800000.0,0,0,2.5,0,313,6 Aana,26 Feet / Soil Stabilized,26 Feet , Soil Stabilized,[],North
"Land For Sale In Dhampus, Kaski","Dhampus, Dhampus, Kaski",Kaski,900000.0,0,0,2.5,0,218,20/45 Haat,20 Feet,20 Feet,,[],West
"Land For Sale In Tarkeshwor, Kathmandu","Goldhunga, Tarkeshwor, Kathmandu",Kathmandu,1600000.0,0,0,2.5,0,233,4 Aana,26 Feet / Soil Stabilized,26 Feet , Soil Stabilized,[],North
"Land For Sale In Dadikot, Bhaktapur","Chitrapur, Dadikot, Bhaktapur",Bhaktapur,1800000.0,0,0,2.0,0,217,3.2 Aana,20 Feet,20 Feet,,[],West
"Land For Sale In Dhading, Dhading","Gajuri, Dhading, Dhading",Dhading,400000.0,0,0,2.0,0,303,80 Ropani,15 Feet,15 Feet,,[],North East
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalaika-7, Nawalparasi, Nawalparasi",Nawalparasi,100000.0,0,0,2.0,0,484,14 Dhur,20 Feet,20 Feet,,[],South
"Land For Sale In Nawalparasi, Nawalparasi","Ramgram Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,550000.0,0,0,2.0,0,583,12 Kattha,20 Feet,20 Feet,,[],South East
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika-3, Nawalparasi, Nawalparasi",Nawalparasi,1000000.0,0,0,3.0,0,244,26 Kattha,20 Feet,20 Feet,,[],South
"Land For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi",Nawalparasi,550000.0,0,0,3.0,0,260,1 Bigha,13 Feet,13 Feet,,[],North
"Land For Sale In Nawalparasi, Nawalparasi","Ramgram Nagarpalika-18, Nawalparasi, Nawalparasi",Nawalparasi,300000.0,0,0,3.0,0,461,5 Kattha,20 Feet,20 Feet,,[],North
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika-8, Nawalparasi, Nawalparasi",Nawalparasi,1300000.0,0,0,3.0,0,276,9 Kattha,20 Feet / Gravelled,20 Feet , Gravelled,[],South East
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika - 3, Nawalparasi, Nawalparasi",Nawalparasi,260000.0,0,0,3.0,0,360,5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],South East
"Land For Sale In Nawalparasi, Nawalparasi","sunwal Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,125000.0,0,0,3.0,0,265,21 Dhur,20 Feet / Gravelled,20 Feet , Gravelled,[],South
"Land For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi",Nawalparasi,2200000.0,0,0,3.0,0,406,2 Kattha,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,[],South West
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,1700000.0,0,0,3.0,0,289,10 Dhur,20 Feet / Gravelled,20 Feet , Gravelled,[],South East
"House For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,560000.0,0,0,3.0,12,322,20 Sq. Feet,0 Feet,0 Feet,,[],South
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,4400000.0,0,0,3.0,0,243,0-3-1-2 Aana,12 Feet,12 Feet,,[],South West
"Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,4200000.0,0,0,2.0,0,395,8 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],East
"Land For Sale In Samakhusi, Kathmandu","Samakhusi Town planning, Samakhusi, Kathmandu",Kathmandu,6000000.0,0,0,2.0,0,317,6 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],North
"Land For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,4500000.0,0,0,2.0,0,354,11 Aana,26 Feet / Gravelled,26 Feet , Gravelled,[],South
"Land For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,5000000.0,0,0,2.0,0,366,6 Aana,12 Feet,12 Feet,,[],South East
"Land For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,5000000.0,0,0,2.0,0,367,8 Aana,12 Feet,12 Feet,,[],South
"Land For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,2800000.0,0,0,2.0,0,272,4.5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,[],South West
"Land For Sale In Budhanilkantha, Kathmandu","Bhangal Height, Budhanilkantha, Kathmandu",Kathmandu,2500000.0,0,0,2.0,0,229,12 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],North
"Land For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,3200000.0,0,0,2.5,0,197,6 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,[],South
"Land For Sale In Budhanilkantha, Kathmandu","Bhangal Height, Budhanilkantha, Kathmandu",Kathmandu,2400000.0,0,0,2.5,0,272,15 Aana,11 Feet,11 Feet,,[],South East
"Land For Sale In Basundhara, Kathmandu","Shreetole Height, Basundhara, Kathmandu",Kathmandu,3200000.0,0,0,2.0,0,1100,6 Aana,14 Feet / Gravelled,14 Feet , Gravelled,[],East
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,4200000.0,0,0,2.0,0,241,7 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South
"Land For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,480000.0,0,0,2.0,0,335,5 Aana,15 Feet,15 Feet,,[],South West
"Land For Sale In Samakhusi, Kathmandu","Greenland Chowk, Samakhusi, Kathmandu",Kathmandu,3000000.0,0,0,2.0,0,308,5.2 Aana,15 Feet / Gravelled,15 Feet , Gravelled,[],North
"Land For Sale In Samakhusi, Kathmandu","Greenland Chowk., Samakhusi, Kathmandu",Kathmandu,3250000.0,0,0,2.0,0,270,4 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],South West
"Land For Sale In Samakhusi, Kathmandu","Mahadevtar Height, Samakhusi, Kathmandu",Kathmandu,3700000.0,0,0,2.0,0,307,10 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],West
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,6000000.0,0,0,2.0,0,247,6.5 Aana,15 Feet,15 Feet,,[],South East
"Land For Sale In Kageshwari-Manohara, Kathmandu","Nearby Daachi Panitanki, Kageshwari-Manohara, Kathmandu",Kathmandu,1450000.0,0,0,2.0,0,217,4 Aana,20 Feet,20 Feet,,[],South West
"Land For Sale In Budhanilkantha, Kathmandu","Ram Mandir, Budhanilkantha, Kathmandu",Kathmandu,2150000.0,0,0,2.5,0,221,4 Aana,12 Feet,12 Feet,,[],South West
"Land For Sale In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,7500000.0,0,0,2.0,0,311,1.4 Ropani,20 Feet,20 Feet,,[],North East
"Land For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,8500000.0,0,0,2.0,0,231,0-6-3-3 Aana,20 Feet,20 Feet,,[],South East
"Land For Sale In Tarkeshwor, Kathmandu","Phutung, Tarkeshwor, Kathmandu",Kathmandu,1000000.0,0,0,3.0,0,275,7 Aana,26 Feet,26 Feet,,[],South East
"Office Space For Sale In Samakhusi, Kathmandu","Samakhusi Town Planning, Samakhusi, Kathmandu",Kathmandu,500000.0,0,0,3.0,0,226,165 Sq. Feet,20 Feet,20 Feet,,[],South East
"Land For Sale In Thamel, Kathmandu","Thamel, Thamel, Kathmandu",Kathmandu,20000000.0,0,0,3.0,0,267,1.11 Ropani,26 Feet,26 Feet,,[],South
"Land At Gausala, Battisputali : Land For Sale In Old Baneshwor, Kathmandu","Battisputali, Old Baneshwor, Kathmandu",Kathmandu,5500000.0,0,0,2.0,0,6100,0-7-2-0 Aana,6 Meter,6 Meter,,[],South
"Land For Sale In Bhaisepati, Lalitpur","Near, Bhaisepati Colony, Bhaisepati, Lalitpur",Lalitpur,2400000.0,0,0,1.0,0,520,0-6-0-0 Aana,16 Feet,16 Feet,,[],South East
"Land For Sale In Banasthali, Kathmandu","Near, Dhungedhara, Banasthali, Kathmandu",Kathmandu,3500000.0,0,0,1.0,0,425,0-5-0-0 Aana,16 Feet,16 Feet,,[],South
"Land For Sale In Sitapaila, Kathmandu","Near, Padma Colony, Sitapaila, Kathmandu",Kathmandu,2600000.0,0,0,2.0,0,302,0-4-0-0 Aana,13 Feet,13 Feet,,[],East
"Land For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu",Kathmandu,4500000.0,0,0,2.5,0,317,13 Aana,20 Feet,20 Feet,,[],East
"Land For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,950000.0,0,0,2.0,0,360,10 Aana,24 Feet,24 Feet,,[],South West
"Land For Sale In Tikathali, Lalitpur","Pani Tanki, Tikathali, Lalitpur",Lalitpur,2000000.0,0,0,2.5,0,9300,0-5-1-1 Aana,14 Feet,14 Feet,,[],East
"Land For Sale In Satungal, Kathmandu","Balagaun, Satungal, Kathmandu",Kathmandu,2500000.0,0,0,2.0,0,308,0-3-3-3 Aana,14 Feet,14 Feet,,[],South East
"Land For Rent In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,60000.0,0,0,3.0,0,437,18 Aana,20 Feet,20 Feet,,[],East
"Land For Sale In Godawari, Lalitpur","Devi Chaur, Godawari, Lalitpur",Lalitpur,300000.0,0,0,1.5,0,703,10-22-0-0 Ropani,20 Feet,20 Feet,,[],South East
"House For Sale In Baneshwor, Kathmandu","Behind Bicc Hall, Baneshwor, Kathmandu",Kathmandu,6000000.0,0,0,2.0,0,488,9.5 Aana,20 Feet,20 Feet,,[],East
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,2650000.0,0,0,2.0,0,362,8 Aana,13 Feet,13 Feet,,[],East
"Land For Sale In Sankhamul, Kathmandu","Manidol, Sankhamul, Kathmandu",Kathmandu,4200000.0,0,0,3.0,0,476,22 Aana,20 Feet,20 Feet,,[],South
"Land For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,2700000.0,0,0,2.0,0,299,7.3 Aana,13 Feet,13 Feet,,[],West
"Land For Sale In Kirtipur, Kirtipur","Bhatkya Party, Kirtipur, Kathmandu",Kathmandu,2100000.0,0,0,2.0,0,302,6 Aana,22 Feet,22 Feet,,[],South East
"Land For Sale In Tahachal, Kathmandu","Tahachal, Tahachal, Kathmandu",Kathmandu,3700000.0,0,0,2.0,0,502,0-2-5-0 Aana,16 Feet,16 Feet,,[],South East
"Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2800000.0,0,0,3.0,0,329,7.1 Aana,20 Feet,20 Feet,,[],South East
"Business For Sale In Godawari, Lalitpur","Godawari, Godawari, Lalitpur",Lalitpur,251000000.0,0,0,2.0,0,282,156.75 Aana,16 Feet,16 Feet,,[],South West
"Land For Sale In Hattigauda, Kathmandu","Near Itali Chowk, Hattigauda, Kathmandu",Kathmandu,5500000.0,0,0,3.0,0,281,0-7-0-0 Aana,20 Feet,20 Feet,,[],North
"Land For Sale In Hattigauda, Kathmandu","Near VDC, Hattigauda, Kathmandu",Kathmandu,1800000.0,0,0,2.0,0,371,0-15-0-0 Aana,16 Feet,16 Feet,,[],South West
"Office Space For Rent In Chabahil, Kathmandu","Near Dhumbarahi, Chabahil, Kathmandu",Kathmandu,975000.0,0,0,2.0,0,266,12000 Sq. Feet,20 Feet,20 Feet,,[],South
"Land For Sale In Durbar Marg, Kathmandu","Near ACE Travel, Durbar Marg, Kathmandu",Kathmandu,13000000.0,0,0,3.0,0,411,0-11-5-0 Aana,17 Feet,17 Feet,,[],South East
"Land For Sale In Tripureshwor, Kathmandu","Near Bluebird, Tripureshwor, Kathmandu",Kathmandu,13500000.0,0,0,3.0,0,245,0-17-3-0 Aana,20 Feet,20 Feet,,[],South East
"Land For Sale In Durbar Marg, Kathmandu","Durbarmarg, Durbar Marg, Kathmandu",Kathmandu,13000000.0,0,0,3.0,0,247,0-80-0-0 Aana,20 Feet,20 Feet,,[],South
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000.0,0,0,2.0,0,744,0-6-0-0 Aana,12 Feet,12 Feet,,[],South East
"Land For Sale In Basbari, Kathmandu","Dharapati, Basbari, Kathmandu",Kathmandu,2700000.0,0,0,3.0,0,318,0-60-0-0 Aana,12 Feet,12 Feet,,[],West
"Land For Sale In Baluwatar, Kathmandu","Near PM House, Baluwatar, Kathmandu",Kathmandu,4800000.0,0,0,3.0,0,328,0-11-5-0 Aana,12 Feet,12 Feet,,[],North
"Land For Sale In Chapali, Kathmandu","Bhangal, Chapali, Kathmandu",Kathmandu,1850000.0,0,0,3.0,0,498,20 Aana,15 Feet,15 Feet,,[],South West
"Land For Sale In Sanepa, Lalitpur","Sanepa Height, Sanepa, Lalitpur",Lalitpur,6800000.0,0,0,2.0,0,685,0-6-0-0 Aana,15 Feet,15 Feet,,[],South East
"Business For Sale In Lakeside, Pokhara","Kaski, Lakeside, Pokhara",Pokhara,600000000.0,5,0,2.5,0,669,3-5-0-0 Ropani,25 Feet,25 Feet,,[],South
"Business For Sale In Dhading, Dhading","Charaudi, Benighat Rorang Gaupalika, Dhading, Dhading",Dhading,62000000.0,5,0,2.5,0,330,4-3-0-0 Ropani,25 Feet,25 Feet,,[],West
"Land For Sale In Sarankot, Pokhara","Kaski, Sarankot, Pokhara",Pokhara,14000000.0,4,0,2.5,0,359,40-0-0-0 Ropani,20 Feet,20 Feet,,[],South West
"Business For Sale In Thamel, Kathmandu","Thamel, Thamel, Kathmandu",Kathmandu,240000000.0,5,0,5.0,0,514,0-22-0-0 Aana,6 Meter,6 Meter,,[],North
"Land For Sale In Kakarbhitta, Jhapa","Mechi Municipality, Kakarbhitta, Jhapa",Jhapa,10000000.0,2,0,5.0,0,463,0-9-5-0 Kattha,25 Feet,25 Feet,,[],South East
